SLUG,PROMOTED_RUN_TITLE,ORGANISATION_TITLE,BUSINESS_MODEL,COUNT_UNIT_ENROLEMENT,UNLIMITED_ENRLEMENTS
pmsystems04,Managing Quality and Environment,Anglia Ruskin University,NoPurchase,89,0
sit735-2,SIT735.2 Public Key Infrastructure and Authentication,Deakin University,NoPurchase,307,0
dsp-socialmedia,Digital Skills: Social Media (New Joiners- Demo),Accenture Skills to Succeed,NoPurchase,523,0
assessor-to-teacher-people,Assessor to Teacher: Deciding How to Teach,Education and Training Foundation (ETF),SponsoredAccess,744,0
string-music-appreciation,String Music Appreciation,Chung Yuan Christian University (CYCU),SponsoredAccess,111,6
english-language-landscapes,Language Landscapes: Using 'Everyday English' as a Teaching Resource,Cambridge Assessment English,UpgradedAccess,5,0
sit716-5,SIT716.5 Networks of Today and Tomorrow,Deakin University,NoPurchase,141,0
symmetric-key-cryptography,Symmetric Key Cryptography,Coventry University,NoPurchase,105,0
ethics-and-sustainability,Ethics and Sustainability,Coventry University,NoPurchase,41,0
teach-computing-in-schools-creating-a-curriculum-for-ages-11-to-16,Teach Computing in Schools: Creating a Curriculum for Ages 11 to 16,Raspberry Pi Foundation,UpgradedAccess,615,30
communication-c3,Communication (C3),Coventry University,NoPurchase,154,0
exploring-the-relationship-between-health-economics-and-health-technology-assessment,Exploring the Relationship Between Health Economics (HE) and Health Technology Assessment (HTA),The University of Glasgow,NoPurchase,68,0
f5006fd-sc1,Non-Pharmacological Interventions,Coventry University,NoPurchase,23,0
project-management-risk-quality-hr-communication,"Risk, Quality, Human Resources and Communication",Queensland University of Technology,NoPurchase,33,0
adh724-5,ADH724.5 Financing and Measuring DRR,Deakin University,NoPurchase,52,0
privacy-security-trust-ai-business-application-impact,"Privacy, Security and Trust in Artificial Intelligence (AI) Business Applications and the Impact on Society",Coventry University,NoPurchase,72,0
you-healthcare-leader,You as a Healthcare Leader,Coventry University,NoPurchase,3,0
introduction-to-advertising-and-creative,Advertising and Creative Marketing with Advertising Week,Advertising Week,ExpertTrackAccess,63,0
policy-formulation-and-analysis-in-healthcare-c2,Policy Formulation and Analysis in Healthcare,Coventry University,NoPurchase,5,0
global-studies-assessment,Global Studies Assessment,Grenoble Ecole de Management,NoPurchase,20,0
capital-investment-appraisal-c,Capital Investment Appraisal (C-LON),Coventry University,NoPurchase,30,0
cross-cultural-management,Cross Cultural Management,Coventry University,NoPurchase,46,0
simulation-of-am-process,Simulation of Additive Manufacturing Process: Fine-Tuning of Real Printing Process by Virtual Production,EIT RawMaterials,SponsoredAccess,27,0
the-clinical-learning-environment-oc,The Clinical Learning Environment,Coventry University,NoPurchase,14,0
your-life-at-york-pg,Your Life at York (Postgraduate),University of York,SponsoredAccess,16,0
coventry-university-online-student-induction-ug,Coventry University Online Undergraduate Student Induction,Coventry University,NoPurchase,22,0
dsp-userexperience-tp,Digital Skills: User Experience,Accenture Skills to Succeed and Tomorrow's People,NoPurchase,10,0
what-makes-an-effective-presentation-c,What Makes an Effective Presentation? (C),Coventry University,NoPurchase,31,0
dsp-analytics-elba,Digital Skills: Analytics,Accenture Skills to Succeed and East London Business Alliance,NoPurchase,20,0
understanding-and-challenging-evidence-based-practice-c,Understanding and Challenging Evidence-based Practice (C),Coventry University,NoPurchase,29,0
quality-operations-management-strategies-for-excellence-in-business-operations,Strategies for Excellence in Business Operations: From Guest Arrival to Departure - Effective Customer Service and Sales,Swiss Education Group,NoPurchase,13,0
life-on-mars,Life on Mars,FutureLearn,ExpertTrackAccess,8,0
fintech-financial-innovation-bs601a,Introduction to FinTech - Financial Innovation BS601a,Dublin City University,NoPurchase,16,0
ethics-and-law-in-data-and-analytics-et,Microsoft Future Ready: Ethics and Laws in Data and Analytics,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,8,0
fmcs3600-1,FMCS3600.1: A Special Case: Claiming and Expecting Truth on Film,The University of Newcastle Australia,NoPurchase,15,0
introduction-to-military-medical-ethics,An Introduction to Military Medical Ethics,King's College London,UpgradedAccess,0,0
how-to-coordinate-mentoring-coaching-programmes-effectively-in-further-education,How to coordinate mentoring and coaching programmes effectively in Further Education,Education and Training Foundation (ETF),SponsoredAccess,12,0
making-anti-corruption-effective,Making Anti-Corruption Effective,SOAS University of London,UpgradedAccess,5,0
problem-identification-analysis-rationale-c1,"Problem Identification, Analysis and Rationale (C1)",Coventry University,NoPurchase,3,0
sport-development-and-building-societies,Sport for Development and Peace,The Commonwealth,UpgradedAccess,3,0
short-course-in-teaching-english-to-speakers-of-other-languages,TBC Short Course in Teaching English to Speakers of Other Languages,Edge Hill University ,UpgradedAccess,0,0
payment-technology-innovations,The Future of Payment Technology,University of Michigan,UpgradedAccess,0,0
dsp-userexperience-vsu-private,Digital Skills: User Experience,Accenture Skills to Succeed and Virgin StartUp,NoPurchase,3,0
building-confidence-and-trust,TBC Building confidence and trust,Valerie Gauthier,ExpertTrackAccess,1,0
innovations-in-supply-chain-management,Innovations in Supply Chain Management,RMIT University,UpgradedAccess,0,0
heat-pump-drying-engineering,Heat Pump Drying Engineering,Norwegian University of Science and Technology (NTNU),UpgradedAccess,1,0
audio-description,"Creating Audio Description for Equality, Diversity and Inclusion","Royal Holloway, University of London ",UpgradedAccess,1,0
ethics-in-engineering-stories-about-epic-engineering-fails,Ethics in Engineering: Stories About Epic Engineering Failures,University of Michigan,UpgradedAccess,1,0
web-science,Web Science,University of Southampton,UpgradedAccess,44060,3
paid-media,Digital Media Analytics: Paid Media,Purdue University,UpgradedAccess,6437,121
child-first-aid,First Aid for Babies and Children,International Federation of Red Cross and Red Crescent Societies (IFRC),UpgradedAccess,40014,6
time-management-project-management,Time Management Strategies for Project Management,Purdue University,UpgradedAccess,18693,3
propaganda,Propaganda and Ideology in Everyday Life,The University of Nottingham,UpgradedAccess,37605,373
basic-first-aid,Basic First Aid,The University of Glasgow,UpgradedAccess,53254,784
anatomy,Exploring Anatomy: the Human Abdomen,University of Leeds,UpgradedAccess,34139,238
online-business-success-pricing,Online Business: Pricing for Success,RMIT University,UpgradedAccess,18794,1
what-is-a-mind,What is a Mind?,University of Cape Town,UpgradedAccess,76741,550
designing-futures,Designing the Future,RMIT University,NoPurchase,15851,0
perfect-me,Perfect Me: Understanding the Beauty Ideal,University of Birmingham,UpgradedAccess,2123,54
an-introduction-to-cognitive-psychology-as-an-experimental-science,Introduction to Cognitive Psychology: An Experimental Science,University of York,UpgradedAccess,22935,452
lancaster-castle,Lancaster Castle and Northern English History,Lancaster University,UpgradedAccess,8660,257
functional-programming-haskell,Functional Programming in Haskell,The University of Glasgow,UpgradedAccess,20514,69
deakin-preparing-to-succeed,Preparing to Succeed,Deakin University,NoPurchase,9529,0
aha716-5,ADH716.5 Third-country Resettlement,Deakin University,NoPurchase,183,0
reflective-practice-in-leadership-et,International Leadership,Coventry University,ExpertTrackAccess,35,0
intercultural-studies-contact,Introduction to Intercultural Studies: Intercultural Contact,University of Leeds,UpgradedAccess,6229,216
global-shocks-managing-for-impact,Global Shocks,Auckland University of Technology (AUT),UpgradedAccess,304,22
medical-peace-work-global-health,"Global Health, Conflict and Violence",University of Bergen,UpgradedAccess,4250,177
getting-started-with-voice-assistant,Get Started with a Voice Assistant: Developing Alexa Skills,Labdox,UpgradedAccess,287,8
review-your-curriculum-journey,Review Your Curriculum Journey - May '21,Coventry University,NoPurchase,478,0
futures,HASS1000.4: Futures: Where are Humans Going?,The University of Newcastle Australia,NoPurchase,556,0
reward-and-performance-management,Reward and Performance Management,Coventry University,NoPurchase,156,0
aha716-1,ADH716.1 Starting the Journey,Deakin University,NoPurchase,185,0
vet656-2,(VET656.2) Epidemiological study design,Murdoch University,NoPurchase,54,0
governance,Fundamentals of global governance,The Graduate Institute of International and Development Studies,NoPurchase,214,0
how-to-develop-your-social-media-content-strategy,How to Develop Your Social Media Content Strategy,Institute of Data & Marketing,ExpertTrackAccess,149,0
end-of-life-care-dementia,End-of-Life Care for People with Dementia,UEA (University of East Anglia),PaidForAccess,441,0
the-changing-global-health-policy-environment-oc,Different Forms of Power Influential to Policymaking,Coventry University,NoPurchase,75,0
project-planning,Project Planning,Coventry University,NoPurchase,60,0
creativity-c6,Creativity (C6),Coventry University,NoPurchase,162,0
change-management-combined,Change Management,The University of Glasgow,NoPurchase,201,0
researchmethodology-healthcare-research-c,Healthcare Research (C),Coventry University,NoPurchase,52,0
assessment-beyond-selection-oc,"Assessment Beyond Selection: Performance Appraisals, Career Progression and Promotion",Coventry University,NoPurchase,33,0
international-global-marketing-definition,International and Global Marketing: A Definition (IBM),Coventry University,NoPurchase,45,0
blockchain-protocols-consensus-attacks,"Blockchain protocols, consensus and attacks",Monash University,NoPurchase,19,0
introduction-to-pl-et,Deep Learning on Azure with Python: The Basics of Python Programming,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,20,0
video-game-music,Video Game Design and Development: A Bit-by-Bit History of Video Game Music,Abertay University,UpgradedAccess,7334,98
covid-19-adapting-child-protection-case-management,COVID-19: Adapting Child Protection Case Management,University of Strathclyde,UpgradedAccess,8213,71
discovering-science-chemical-products,Discovering Science: Chemical Products,University of Leeds,UpgradedAccess,13880,120
train-the-healthcare-trainer,Train the Healthcare Trainer,Health Education England,UpgradedAccess,4638,151
grand-challenges-food-for-thought,Grand Challenges: Food for Thought,University of Exeter,UpgradedAccess,5175,172
higher-education-certifying-your-future,Higher Education 4.0: Certifying Your Future,Dublin City University,UpgradedAccess,956,55
internal-analysis,Internal Analysis,Coventry University,NoPurchase,117,0
hist1001-4,HIST1001.4: Decline of Empire,The University of Newcastle Australia,NoPurchase,241,0
prof1015,"PROF1015 Profesjonsidentitet, læring og undervisning H2015",University of Oslo,NoPurchase,232,0
neural-networks-and-reinforcement-learning,Machine Learning: Neural Networks and Reinforcement Learning,Dublin City University,NoPurchase,99,0
knowledge-management,Knowledge Management,Anglia Ruskin University,NoPurchase,12,0
policy-development-resilience,"Policies, Resilience and Sustainable Development Goals",Coventry University,NoPurchase,55,0
business-model-thinking-c,Business Model Thinking (C),Coventry University,NoPurchase,24,0
independent-research-project-research-design,Independent Research Project: Research Design,Coventry University,NoPurchase,153,0
social-technological-environ,Human Resource Management: The Changing Social and Technological Environment,The Open University,NoPurchase,75,0
hotel-market-analysis-valuation,How to Perform a Hotel Market Analysis and Valuation,Glion Institute of Higher Education,PaidForAccess,56,0
financial-analysis-for-business-decisions-tableau-financial-modelling,Financial Analysis for Business Decisions: How to Use Tableau and Financial Modelling,FutureLearn,ExpertTrackAccess,39,0
soca2065-1,SOCA2065.1: Call of Nature,The University of Newcastle Australia,NoPurchase,213,0
setting-marketing-objectives,"Setting Marketing Objectives, Strategies and Action Plans",Coventry University,NoPurchase,12,0
global-urban-futures,Global Urban Futures,University of Exeter,UpgradedAccess,0,0
international-logistics-introduction-et,International Logistics: A Beginner’s Guide to Logistics Management,Coventry University,ExpertTrackAccess,115,0
rationalising-your-data-discussing-results-structuring-your-dissertation-c,"Rationalising your Data, Discussing Results and Structuring your Dissertation",Coventry University,NoPurchase,12,0
learn-french-for-global-communication-level1,Learn French for Global Communication (Level 1),King's College London,NoPurchase,74,0
excellence-in-spa-operations,Excellence in Spa Operations,Glion Institute of Higher Education,NoPurchase,35,0
dsp-userexperience-ne-lep-new,Digital Skills: User Experience,Accenture Skills to Succeed and North East Local Enterprise Partnership ,NoPurchase,7,0
